id,name,category,base_system,constraint,archetype,structurally_distinct,why_distinct,what_the_constraint_changes,components,nodes,edges
"connected-car-bursty","Connected vehicle platform — burst-tolerant","IoT, mobility & realtime","Connected vehicle platform","burst-tolerant","edgeiot","no","Intermittent connectivity and over-the-air updates.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"ev-charging","EV charging network","IoT, mobility & realtime","EV charging network","base","edgeiot","no","Payment, telemetry and a physical device that can fail mid-session.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"ev-charging-offline","EV charging network — offline-first","IoT, mobility & realtime","EV charging network","offline-first","edgeiot","no","Payment, telemetry and a physical device that can fail mid-session.","Clients go dark for hours and reconcile on return.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Sync queue,worker:Reconciler","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"ev-charging-lowlatency","EV charging network — sub-100ms","IoT, mobility & realtime","EV charging network","sub-100ms","edgeiot","no","Payment, telemetry and a physical device that can fail mid-session.","The budget is small enough that a single extra hop breaks it.","8","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,edge:Edge compute","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"ev-charging-bursty","EV charging network — burst-tolerant","IoT, mobility & realtime","EV charging network","burst-tolerant","edgeiot","no","Payment, telemetry and a physical device that can fail mid-session.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"asset-tracking","Asset tracking","IoT, mobility & realtime","Asset tracking","base","edgeiot","no","Low-power devices reporting rarely, in bursts.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"asset-tracking-offline","Asset tracking — offline-first","IoT, mobility & realtime","Asset tracking","offline-first","edgeiot","no","Low-power devices reporting rarely, in bursts.","Clients go dark for hours and reconcile on return.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Sync queue,worker:Reconciler","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"asset-tracking-lowlatency","Asset tracking — sub-100ms","IoT, mobility & realtime","Asset tracking","sub-100ms","edgeiot","no","Low-power devices reporting rarely, in bursts.","The budget is small enough that a single extra hop breaks it.","8","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,edge:Edge compute","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"asset-tracking-bursty","Asset tracking — burst-tolerant","IoT, mobility & realtime","Asset tracking","burst-tolerant","edgeiot","no","Low-power devices reporting rarely, in bursts.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"drone-telemetry","Drone telemetry","IoT, mobility & realtime","Drone telemetry","base","realtime","no","A control path with a hard real-time budget.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"drone-telemetry-offline","Drone telemetry — offline-first","IoT, mobility & realtime","Drone telemetry","offline-first","realtime","no","A control path with a hard real-time budget.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"drone-telemetry-lowlatency","Drone telemetry — sub-100ms","IoT, mobility & realtime","Drone telemetry","sub-100ms","realtime","no","A control path with a hard real-time budget.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"drone-telemetry-bursty","Drone telemetry — burst-tolerant","IoT, mobility & realtime","Drone telemetry","burst-tolerant","realtime","no","A control path with a hard real-time budget.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"warehouse-robotics","Warehouse robotics","IoT, mobility & realtime","Warehouse robotics","base","realtime","no","Coordination where latency becomes collisions.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"warehouse-robotics-offline","Warehouse robotics — offline-first","IoT, mobility & realtime","Warehouse robotics","offline-first","realtime","no","Coordination where latency becomes collisions.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"warehouse-robotics-lowlatency","Warehouse robotics — sub-100ms","IoT, mobility & realtime","Warehouse robotics","sub-100ms","realtime","no","Coordination where latency becomes collisions.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"warehouse-robotics-bursty","Warehouse robotics — burst-tolerant","IoT, mobility & realtime","Warehouse robotics","burst-tolerant","realtime","no","Coordination where latency becomes collisions.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"traffic-signals","Traffic management","IoT, mobility & realtime","Traffic management","base","realtime","no","Local autonomy with central coordination.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"traffic-signals-offline","Traffic management — offline-first","IoT, mobility & realtime","Traffic management","offline-first","realtime","no","Local autonomy with central coordination.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"traffic-signals-lowlatency","Traffic management — sub-100ms","IoT, mobility & realtime","Traffic management","sub-100ms","realtime","no","Local autonomy with central coordination.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"traffic-signals-bursty","Traffic management — burst-tolerant","IoT, mobility & realtime","Traffic management","burst-tolerant","realtime","no","Local autonomy with central coordination.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"weather-sensors","Environmental sensing","IoT, mobility & realtime","Environmental sensing","base","edgeiot","no","Cheap sensors, unreliable data, long retention.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"weather-sensors-offline","Environmental sensing — offline-first","IoT, mobility & realtime","Environmental sensing","offline-first","edgeiot","no","Cheap sensors, unreliable data, long retention.","Clients go dark for hours and reconcile on return.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Sync queue,worker:Reconciler","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"weather-sensors-lowlatency","Environmental sensing — sub-100ms","IoT, mobility & realtime","Environmental sensing","sub-100ms","edgeiot","no","Cheap sensors, unreliable data, long retention.","The budget is small enough that a single extra hop breaks it.","8","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,edge:Edge compute","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"weather-sensors-bursty","Environmental sensing — burst-tolerant","IoT, mobility & realtime","Environmental sensing","burst-tolerant","edgeiot","no","Cheap sensors, unreliable data, long retention.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"wearables","Wearable health sync","IoT, mobility & realtime","Wearable health sync","base","edgeiot","no","Devices that sync in bursts when they find wifi.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"wearables-offline","Wearable health sync — offline-first","IoT, mobility & realtime","Wearable health sync","offline-first","edgeiot","no","Devices that sync in bursts when they find wifi.","Clients go dark for hours and reconcile on return.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Sync queue,worker:Reconciler","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"wearables-lowlatency","Wearable health sync — sub-100ms","IoT, mobility & realtime","Wearable health sync","sub-100ms","edgeiot","no","Devices that sync in bursts when they find wifi.","The budget is small enough that a single extra hop breaks it.","8","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,edge:Edge compute","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"wearables-bursty","Wearable health sync — burst-tolerant","IoT, mobility & realtime","Wearable health sync","burst-tolerant","edgeiot","no","Devices that sync in bursts when they find wifi.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"gps-geofencing","Geofencing","IoT, mobility & realtime","Geofencing","base","realtime","no","A spatial query on every position update.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"gps-geofencing-offline","Geofencing — offline-first","IoT, mobility & realtime","Geofencing","offline-first","realtime","no","A spatial query on every position update.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"gps-geofencing-lowlatency","Geofencing — sub-100ms","IoT, mobility & realtime","Geofencing","sub-100ms","realtime","no","A spatial query on every position update.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"gps-geofencing-bursty","Geofencing — burst-tolerant","IoT, mobility & realtime","Geofencing","burst-tolerant","realtime","no","A spatial query on every position update.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"transit-arrivals","Transit arrival prediction","IoT, mobility & realtime","Transit arrival prediction","base","realtime","no","Predictions read far more often than they change.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"transit-arrivals-offline","Transit arrival prediction — offline-first","IoT, mobility & realtime","Transit arrival prediction","offline-first","realtime","no","Predictions read far more often than they change.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"transit-arrivals-lowlatency","Transit arrival prediction — sub-100ms","IoT, mobility & realtime","Transit arrival prediction","sub-100ms","realtime","no","Predictions read far more often than they change.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"transit-arrivals-bursty","Transit arrival prediction — burst-tolerant","IoT, mobility & realtime","Transit arrival prediction","burst-tolerant","realtime","no","Predictions read far more often than they change.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"parking","Parking availability","IoT, mobility & realtime","Parking availability","base","realtime","no","Staleness measured in seconds is already wrong.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"parking-offline","Parking availability — offline-first","IoT, mobility & realtime","Parking availability","offline-first","realtime","no","Staleness measured in seconds is already wrong.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"parking-lowlatency","Parking availability — sub-100ms","IoT, mobility & realtime","Parking availability","sub-100ms","realtime","no","Staleness measured in seconds is already wrong.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"parking-bursty","Parking availability — burst-tolerant","IoT, mobility & realtime","Parking availability","burst-tolerant","realtime","no","Staleness measured in seconds is already wrong.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"cold-chain","Cold chain monitoring","IoT, mobility & realtime","Cold chain monitoring","base","edgeiot","no","An alert missed is inventory destroyed.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"cold-chain-offline","Cold chain monitoring — offline-first","IoT, mobility & realtime","Cold chain monitoring","offline-first","edgeiot","no","An alert missed is inventory destroyed.","Clients go dark for hours and reconcile on return.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Sync queue,worker:Reconciler","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"cold-chain-lowlatency","Cold chain monitoring — sub-100ms","IoT, mobility & realtime","Cold chain monitoring","sub-100ms","edgeiot","no","An alert missed is inventory destroyed.","The budget is small enough that a single extra hop breaks it.","8","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,edge:Edge compute","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"cold-chain-bursty","Cold chain monitoring — burst-tolerant","IoT, mobility & realtime","Cold chain monitoring","burst-tolerant","edgeiot","no","An alert missed is inventory destroyed.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"smart-home","Smart home hub","IoT, mobility & realtime","Smart home hub","base","edgeiot","no","Must keep working when the internet does not.","The straightforward shape, sized for steady load.","7","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"smart-home-offline","Smart home hub — offline-first","IoT, mobility & realtime","Smart home hub","offline-first","edgeiot","no","Must keep working when the internet does not.","Clients go dark for hours and reconcile on return.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Sync queue,worker:Reconciler","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"smart-home-lowlatency","Smart home hub — sub-100ms","IoT, mobility & realtime","Smart home hub","sub-100ms","edgeiot","no","Must keep working when the internet does not.","The budget is small enough that a single extra hop breaks it.","8","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,edge:Edge compute","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"smart-home-bursty","Smart home hub — burst-tolerant","IoT, mobility & realtime","Smart home hub","burst-tolerant","edgeiot","no","Must keep working when the internet does not.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","9","client:Device,edge:Edge collector,mq:Broker,stream:Processor,tsdb:Time series,alert:Alerting,blob:Cold store,queue:Surge queue,ratelimiter:Rate limiter","client>edge>mq>stream>tsdb,stream>alert,stream>blob"
"multiplayer-game","Multiplayer game backend","IoT, mobility & realtime","Multiplayer game backend","base","realtime","no","Tick rate, not request rate.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"multiplayer-game-offline","Multiplayer game backend — offline-first","IoT, mobility & realtime","Multiplayer game backend","offline-first","realtime","no","Tick rate, not request rate.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"multiplayer-game-lowlatency","Multiplayer game backend — sub-100ms","IoT, mobility & realtime","Multiplayer game backend","sub-100ms","realtime","no","Tick rate, not request rate.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"multiplayer-game-bursty","Multiplayer game backend — burst-tolerant","IoT, mobility & realtime","Multiplayer game backend","burst-tolerant","realtime","no","Tick rate, not request rate.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"matchmaking","Matchmaking service","IoT, mobility & realtime","Matchmaking service","base","realtime","no","Queue time is the player experience.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"matchmaking-offline","Matchmaking service — offline-first","IoT, mobility & realtime","Matchmaking service","offline-first","realtime","no","Queue time is the player experience.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"matchmaking-lowlatency","Matchmaking service — sub-100ms","IoT, mobility & realtime","Matchmaking service","sub-100ms","realtime","no","Queue time is the player experience.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"matchmaking-bursty","Matchmaking service — burst-tolerant","IoT, mobility & realtime","Matchmaking service","burst-tolerant","realtime","no","Queue time is the player experience.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"leaderboards","Leaderboards","IoT, mobility & realtime","Leaderboards","base","writeheavy","no","A hot ranked structure everyone reads and writes.","The straightforward shape, sized for steady load.","8","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"leaderboards-offline","Leaderboards — offline-first","IoT, mobility & realtime","Leaderboards","offline-first","writeheavy","no","A hot ranked structure everyone reads and writes.","Clients go dark for hours and reconcile on return.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Sync queue,worker:Reconciler","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"leaderboards-lowlatency","Leaderboards — sub-100ms","IoT, mobility & realtime","Leaderboards","sub-100ms","writeheavy","no","A hot ranked structure everyone reads and writes.","The budget is small enough that a single extra hop breaks it.","9","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,edge:Edge compute","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"leaderboards-bursty","Leaderboards — burst-tolerant","IoT, mobility & realtime","Leaderboards","burst-tolerant","writeheavy","no","A hot ranked structure everyone reads and writes.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","10","client:Client,lb:Load balancer,gateway:API gateway,app:Write API,queue:Ingest queue,worker:Writer,sql:Primary DB,cache:Read cache,queue:Surge queue,ratelimiter:Rate limiter","client>lb>gateway>app,app>queue>worker>sql,app>cache"
"voice-calling","Voice and video calling","IoT, mobility & realtime","Voice and video calling","base","realtime","no","Media paths that must not touch your servers if avoidable.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"voice-calling-offline","Voice and video calling — offline-first","IoT, mobility & realtime","Voice and video calling","offline-first","realtime","no","Media paths that must not touch your servers if avoidable.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"voice-calling-lowlatency","Voice and video calling — sub-100ms","IoT, mobility & realtime","Voice and video calling","sub-100ms","realtime","no","Media paths that must not touch your servers if avoidable.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"voice-calling-bursty","Voice and video calling — burst-tolerant","IoT, mobility & realtime","Voice and video calling","burst-tolerant","realtime","no","Media paths that must not touch your servers if avoidable.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"collab-editing","Collaborative editing","IoT, mobility & realtime","Collaborative editing","base","realtime","no","Conflict resolution on every keystroke.","The straightforward shape, sized for steady load.","6","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache","client>gslb>ws>stream>tsdb,ws>cache"
"collab-editing-offline","Collaborative editing — offline-first","IoT, mobility & realtime","Collaborative editing","offline-first","realtime","no","Conflict resolution on every keystroke.","Clients go dark for hours and reconcile on return.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Sync queue,worker:Reconciler","client>gslb>ws>stream>tsdb,ws>cache"
"collab-editing-lowlatency","Collaborative editing — sub-100ms","IoT, mobility & realtime","Collaborative editing","sub-100ms","realtime","no","Conflict resolution on every keystroke.","The budget is small enough that a single extra hop breaks it.","7","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,edge:Edge compute","client>gslb>ws>stream>tsdb,ws>cache"
"collab-editing-bursty","Collaborative editing — burst-tolerant","IoT, mobility & realtime","Collaborative editing","burst-tolerant","realtime","no","Conflict resolution on every keystroke.","Load arrives in spikes 20× the mean; steady-state sizing is a trap.","8","client:Client,gslb:Global LB,ws:Realtime gateway,stream:Processor,tsdb:Time series,cache:State cache,queue:Surge queue,ratelimiter:Rate limiter","client>gslb>ws>stream>tsdb,ws>cache"
"erp-integration","ERP integration","Enterprise & integration","ERP integration","base","integration","no","The slow system on the far end sets the pace.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"erp-integration-regulated","ERP integration — audited","Enterprise & integration","ERP integration","audited","integration","no","The slow system on the far end sets the pace.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"erp-integration-offline","ERP integration — offline-first","Enterprise & integration","ERP integration","offline-first","integration","no","The slow system on the far end sets the pace.","Clients go dark for hours and reconcile on return.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Sync queue,worker:Reconciler","partner>mft>esb>app>erp,app>sql,app>queue"
"erp-integration-hascale","ERP integration — highly available","Enterprise & integration","ERP integration","highly available","integration","no","The slow system on the far end sets the pace.","Designed to survive a zone loss without a verdict change.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,lb:Standby LB,sql:Replica","partner>mft>esb>app>erp,app>sql,app>queue"
"crm-sync","CRM synchronisation","Enterprise & integration","CRM synchronisation","base","integration","no","Bidirectional sync where both sides think they are authoritative.","The straightforward shape, sized for steady load.","7","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue","partner>mft>esb>app>erp,app>sql,app>queue"
"crm-sync-regulated","CRM synchronisation — audited","Enterprise & integration","CRM synchronisation","audited","integration","no","Bidirectional sync where both sides think they are authoritative.","Every mutation is evidence, and the audit path cannot be sampled.","10","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,audit:Audit log,pii:PII vault,sign:Signer","partner>mft>esb>app>erp,app>sql,app>queue"
"crm-sync-offline","CRM synchronisation — offline-first","Enterprise & integration","CRM synchronisation","offline-first","integration","no","Bidirectional sync where both sides think they are authoritative.","Clients go dark for hours and reconcile on return.","9","partner:Partner,mft:File transfer,esb:Integration bus,app:Adapter,erp:ERP,sql:Staging DB,queue:Retry queue,queue:Sync queue,worker:Reconciler","partner>mft>esb>app>erp,app>sql,app>queue"
